indicator,sheet,"Chart SF1.1.A. Average size of households by household type, 2024a","Data for Chart SF1.1.A. Average size of households by household type, 2024a",Unnamed: 13,Unnamed: 14,Unnamed: 15,"Table SF1.1.A. Types of household, 2021a",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 10,Unnamed: 12,"Table SF1.1.B. Households by number of children, 2024a",Unnamed: 5,"Chart SF1.2.A. Living arrangements of children, 2023a",Unnamed: 11,Unnamed: 16,Unnamed: 17,"Chart SF1.2.B. Trends in the living arrangements of children, 2005 to 2023","Chart SF1.2.C. Trends in children living with cohabiting parents, 2007 and 2023a",Distribution of children by the presence and marital status of parents,Unnamed: 1,Unnamed: 9,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 0,Table SF1.3.A. Living arrangements of children by age,Table SF1.3.B. Living arrangements of children by relative income poverty status,Table SF1.3.C: Living arrangements of children by mother's level of educational attainment,"Table SF1.3.D: Living arrangements of young adolescents, 2013-14","Chart SF1.4.A. Child and young adult population, 2023","Data for Chart SF1.4.A. Child and young adult population, 2023","Chart SF1.4.B. Age distribution of children and young adults, 2023","Data for Chart SF1.4.B. Age distribution of children and young adults, 2023","Chart SF1.4.C. Trends in the child population, selected OECD countries","Data for Chart SF1.4.C. Trends in child population, selected OECD countries","Chart SF1.4.D. Youth dependency ratio, 1990 and 2023","Data for Chart SF1.4.A. Youth dependency ratio, 1990 and 2023","Chart SF1.4.E. Estimated (1960-2023) and projected (2024-2060) youth dependency ratios, selected OECD countries","Data for Chart SF1.4.E. Estimated (1960-2023) and projected (2024-2060) youth dependency ratios, selected OECD countries",Child and youth population,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Age distribution of children and young people,Unnamed: 36,Unnamed: 37,Youth dependency ratio,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,"Chart SF1.5.A. Children in overcrowded households, 2017","Chart SF1.5.B. Children in households that lack basic facilities, 2017","Chart SF1.5.C. Children living in areas with environmental problems, 2017","Table SF1.5.A. Children in overcrowded households, 2017","Table SF1.5.B. Children in households that lack basic facilities, 2017","Table SF1.5.C. Children living in areas with environmental problems, 2017"
SF_1_2_Children_in_families,Chart SF1.2.B,,,12.659090909090908,16.88181818181818,,,,,,,,,,69.24545454545454,,,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.B,,,13.086363636363636,16.481818181818184,,,,,,,,,,69.29545454545455,,,,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.B,,,13.504545454545456,17.045454545454547,,,,,,,,,,68.44999999999999,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.B,,,14.181818181818182,16.959090909090904,,,,,,,,,,67.69090909090912,,,,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.B,,,14.963636363636367,17.322727272727274,,,,,,,,,,66.80000000000001,,,,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.B,,,15.231818181818186,17.263636363636365,,,,,,,,,,66.64545454545456,,,,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.B,,,15.681818181818182,17.16363636363636,,,,,,,,,,66.17727272727274,,,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.B,,,16.172727272727272,17,,,,,,,,,,65.89545454545456,,,,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.B,,,16.495454545454546,16.840909090909093,,,,,,,,,,65.85909090909091,,,,2019.0,,,"a. Unweighted average of the 22 OECD countries for which data are available for all years from 2005 to 2023. These 22 countries are: Austria, Belgium, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Ireland, Italy, Latvia, Lithuania, Luxembourg, Netherlands, Norway, Poland, Portugal, Slovak Republic, Slovenia, Spain, and Sweden.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.B,,,16.045454545454547,16.96363636363637,,,,,,,,,,66.32727272727271,,,,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.B,,,17.068181818181817,16.55454545454546,,,,,,,,,,65.5909090909091,,,,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.B,,,16.731818181818184,16.754545454545454,,,,,,,,,,65.57727272727271,,,,2022.0,,,b. see note c. in chart SF1.2.A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.B,,,17.313636363636366,16.799999999999997,,,,,,,,,,65.0409090909091,,,,2023.0,,,Source:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.B,,,,,,,,,,,,,,,,,,,,,Eurostat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.C,,,,,,,,,,,,,,,,,,,,,,Proportion of children (aged 0-17) living with two cohabiting parentsb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.C,,,2023 (↗),,,,,,,,,,,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.C,,,0,,,,,,,,,,,0.2,,,,Türkiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.C,,,1,,,,,,,,,,,0.4,,,,Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.C,,,2.4,,,,,,,,,,,0.3,,,,Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.C,,,4.4152431011826545,,,,,,,,,,,2.9209155999132133,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.C,,,5.3,,,,,,,,,,,4.2,,,,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.C,,,6.8,,,,,,,,,,,6.9,,,,Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.C,,,7,,,,,,,,,,,0.0,,,,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.C,,,8.8,,,,,,,,,,,4.8,,,,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.C,,,9.1,,,,,,,,,,,0.7,,,,Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.C,,,9.1,,,,,,,,,,,5.0,,,,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.C,,,9.1,,,,,,,,,,,5.6,,,,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.C,,,9.4,,,,,,,,,,,5.2,,,,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.C,,,11,,,,,,,,,,,0.6,,,,Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.C,,,12.7,,,,,,,,,,,6.7,,,,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.C,,,12.7,,,,,,,,,,,9.8,,,,Latvia,,,,"a) Data for the United Kingdom refer to 2018, for Iceland to 2019, and for Canada to 2021.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.C,,,13.2,,,,,,,,,,,13.1,,,,United Kingdom,,,,b) see note c) in chart SF1.2.A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.C,,,15.7,,,,,,,,,,,8.3,,,,Hungary,,,,c) see note h) in chart SF1.2.A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.C,,,15.996296296296295,,,,,,,,,,,8.988888888888887,,,,EU average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.C,,,16.06838912335975,,,,,,,,,,,9.889628507143012,,,,OECD average,,,,Source:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.C,,,16.3,,,,,,,,,,,16.2,,,,Finland,,,,"for European countries, Eurostat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.C,,,16.6,,,,,,,,,,,6.0,,,,Austria,,,,"for Canada, Statistics Canda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.C,,,17.668041476250117,,,,,,,,,,,13.578311107234114,,,,Canada (c) ,,,,"for the United States, US Census Bureau",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.C,,,17.9,,,,,,,,,,,11.0,,,,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.C,,,18.2,,,,,,,,,,,7.4,,,,Czechia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.C,,,18.4,,,,,,,,,,,11.1,,,,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.C,,,22.9,,,,,,,,,,,5.7,,,,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.C,,,23.5,,,,,,,,,,,16.8,,,,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.C,,,24.1,,,,,,,,,,,16.4,,,,Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.C,,,24.3,,,,,,,,,,,9.4,,,,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.C,,,25,,,,,,,,,,,23.0,,,,Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.C,,,26.1,,,,,,,,,,,30.1,,,,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.C,,,27.5,,,,,,,,,,,11.9,,,,Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.C,,,31.2,,,,,,,,,,,23.6,,,,Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.C,,,31.8,,,,,,,,,,,18.5,,,,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,Chart SF1.2.C,,,33,,,,,,,,,,,8.4,,,,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,DistbnChildrenHouseholdType,,,,,,,,,,,,,,,,,,,,,,,"Proportion (%) of children (aged 0-171) by the presence and marital status of parents in the household2, 2001-2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,DistbnChildrenHouseholdType,,,,,,,Presence and marital status of parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,DistbnChildrenHouseholdType,,,2010,2011,2012,,,,2001,2003,2004,2005,2007,2009,,2002,,2008,2013,2014,,,Country,Note,2006,2015,2016,2017,2018,2019,2020,2021,2022,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,DistbnChildrenHouseholdType,,,..,..,81.34285163032993,,Living with two parents,,..,80.0650567631029,..,..,..,81.95413758723828,,..,,..,..,..,,,Australia,3,81.50641699978961,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,DistbnChildrenHouseholdType,,,..,..,..,,-,Two married parents,..,..,..,..,..,..,,..,,..,..,..,,,,,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,DistbnChildrenHouseholdType,,,..,..,..,,-,Two cohabiting parents,..,..,..,..,..,..,,..,,..,..,..,,,,,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,DistbnChildrenHouseholdType,,,..,..,18.039745321242524,,Living with a single parent,,..,19.47179078434329,..,..,..,17.607178464606182,,..,,..,..,..,,,,,17.98863875447086,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,DistbnChildrenHouseholdType,,,..,..,0.6174030484275516,,Other,,..,0.46315245255380344,..,..,..,0.43868394815553335,,..,,..,..,..,,,,,0.5049442457395329,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,DistbnChildrenHouseholdType,,,82.30000000000001,82.7,83.5,,Living with two parents,,..,81.2,81.4,83.6,80.6,82.30000000000001,,..,,81.5,80.8,79.3,,,Austria,,82,81.3,82.9,84,87.89999999999999,88.5,89.10000000000001,89.6,88.60000000000001,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,DistbnChildrenHouseholdType,,,73.9,73.9,76,,-,Two married parents,..,75.3,77,78.5,74.6,73.9,,..,,72.3,73,69.3,,,,,76.5,71.2,71.2,72,73.8,74.3,75.7,75.1,72.9,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,DistbnChildrenHouseholdType,,,8.4,8.8,7.5,,-,Two cohabiting parents,..,5.9,4.4,5.1,6,8.4,,..,,9.2,7.8,10,,,,,5.5,10.1,11.7,12,14.1,14.2,13.4,14.5,15.7,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,DistbnChildrenHouseholdType,,,17.1,17,16.3,,Living with a single parent,,..,16.8,16.5,15.5,17.5,17,,..,,16.6,18.9,20.7,,,,,17.3,18.3,16.3,15.7,11.4,11,10.4,9.9,10.9,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,DistbnChildrenHouseholdType,,,0.5,0.3,0.3,,Other,,..,2,2,1,1.9,0.6,,..,,2,0.3,0.1,,,,,0.6,0.4,0.8,0.3,0.7,0.5,0.5,0.5,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_2_Children_in_families,DistbnChildrenHouseholdType,,,71.3,68.7,75.1,,Living with two parents,,..,69.6,73.5,74.5,75.10000000000001,75.39999999999999,,..,,76.8,76.2,74.5,,,Belgium,,72.8,73.8,74.7,72.3,72.3,74.6,75.5,75,78.3,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
