region,iso_code,indicator,year,age_group,percentage,number,process
Northern Africa and Western Asia,747,Married or in-union women,2029,45-49,78.89,28259,Projection
Northern Africa and Western Asia,747,Married or in-union women,2029,15-49,58.91,185502,Projection
Northern Africa and Western Asia,747,Married or in-union women,2030,15-19,8.41,4705,Projection
Northern Africa and Western Asia,747,Married or in-union women,2030,20-24,38.04,19110,Projection
Northern Africa and Western Asia,747,Married or in-union women,2030,25-29,67.57,31840,Projection
Northern Africa and Western Asia,747,Married or in-union women,2030,30-34,77.95,35590,Projection
Northern Africa and Western Asia,747,Married or in-union women,2030,35-39,80.6,34891,Projection
Northern Africa and Western Asia,747,Married or in-union women,2030,40-44,80.47,32553,Projection
Northern Africa and Western Asia,747,Married or in-union women,2030,45-49,78.66,28735,Projection
Northern Africa and Western Asia,747,Married or in-union women,2030,15-49,58.71,187427,Projection
Northern Africa and Western Asia,747,Married or in-union women,2031,15-19,8.34,4711,Projection
Northern Africa and Western Asia,747,Married or in-union women,2031,20-24,37.84,19436,Projection
Northern Africa and Western Asia,747,Married or in-union women,2031,25-29,67.46,32078,Projection
Northern Africa and Western Asia,747,Married or in-union women,2031,30-34,77.79,35950,Projection
Northern Africa and Western Asia,747,Married or in-union women,2031,35-39,80.41,35095,Projection
Northern Africa and Western Asia,747,Married or in-union women,2031,40-44,80.31,32851,Projection
Northern Africa and Western Asia,747,Married or in-union women,2031,45-49,78.45,29191,Projection
Northern Africa and Western Asia,747,Married or in-union women,2031,15-49,58.54,189314,Projection
Northern Africa and Western Asia,747,Married or in-union women,2032,15-19,8.28,4700,Projection
Northern Africa and Western Asia,747,Married or in-union women,2032,20-24,37.66,19762,Projection
Northern Africa and Western Asia,747,Married or in-union women,2032,25-29,67.35,32432,Projection
Northern Africa and Western Asia,747,Married or in-union women,2032,30-34,77.63,36246,Projection
Northern Africa and Western Asia,747,Married or in-union women,2032,35-39,80.22,35341,Projection
Northern Africa and Western Asia,747,Married or in-union women,2032,40-44,80.14,33113,Projection
Northern Africa and Western Asia,747,Married or in-union women,2032,45-49,78.24,29630,Projection
Northern Africa and Western Asia,747,Married or in-union women,2032,15-49,58.42,191226,Projection
Northern Africa and Western Asia,747,Married or in-union women,2033,15-19,8.24,4674,Projection
Northern Africa and Western Asia,747,Married or in-union women,2033,20-24,37.5,20081,Projection
Northern Africa and Western Asia,747,Married or in-union women,2033,25-29,67.23,32912,Projection
Northern Africa and Western Asia,747,Married or in-union women,2033,30-34,77.45,36478,Projection
Northern Africa and Western Asia,747,Married or in-union women,2033,35-39,80.06,35640,Projection
Northern Africa and Western Asia,747,Married or in-union women,2033,40-44,79.97,33355,Projection
Northern Africa and Western Asia,747,Married or in-union women,2033,45-49,78.04,30028,Projection
Northern Africa and Western Asia,747,Married or in-union women,2033,15-49,58.35,193172,Projection
Northern Africa and Western Asia,747,Married or in-union women,2034,15-19,8.23,4643,Projection
Northern Africa and Western Asia,747,Married or in-union women,2034,20-24,37.37,20364,Projection
Northern Africa and Western Asia,747,Married or in-union women,2034,25-29,67.1,33486,Projection
Northern Africa and Western Asia,747,Married or in-union women,2034,30-34,77.28,36679,Projection
Northern Africa and Western Asia,747,Married or in-union women,2034,35-39,79.9,35976,Projection
Northern Africa and Western Asia,747,Married or in-union women,2034,40-44,79.81,33586,Projection
Northern Africa and Western Asia,747,Married or in-union women,2034,45-49,77.84,30379,Projection
Northern Africa and Western Asia,747,Married or in-union women,2034,15-49,58.34,195117,Projection
Northern Africa and Western Asia,747,Married or in-union women,2035,15-19,8.23,4617,Projection
Northern Africa and Western Asia,747,Married or in-union women,2035,20-24,37.25,20587,Projection
Northern Africa and Western Asia,747,Married or in-union women,2035,25-29,66.98,34143,Projection
Northern Africa and Western Asia,747,Married or in-union women,2035,30-34,77.11,36878,Projection
Northern Africa and Western Asia,747,Married or in-union women,2035,35-39,79.74,36340,Projection
Northern Africa and Western Asia,747,Married or in-union women,2035,40-44,79.64,33801,Projection
Northern Africa and Western Asia,747,Married or in-union women,2035,45-49,77.64,30689,Projection
Northern Africa and Western Asia,747,Married or in-union women,2035,15-49,58.35,197058,Projection
Northern Africa and Western Asia,747,Married or in-union women,2036,15-19,8.26,4599,Projection
Northern Africa and Western Asia,747,Married or in-union women,2036,20-24,37.13,20723,Projection
Northern Africa and Western Asia,747,Married or in-union women,2036,25-29,66.86,34838,Projection
Northern Africa and Western Asia,747,Married or in-union women,2036,30-34,76.96,37140,Projection
Northern Africa and Western Asia,747,Married or in-union women,2036,35-39,79.57,36705,Projection
Northern Africa and Western Asia,747,Married or in-union women,2036,40-44,79.48,34012,Projection
Northern Africa and Western Asia,747,Married or in-union women,2036,45-49,77.45,30957,Projection
Northern Africa and Western Asia,747,Married or in-union women,2036,15-49,58.39,198978,Projection
Northern Africa and Western Asia,747,Married or in-union women,2037,15-19,8.3,4590,Projection
Northern Africa and Western Asia,747,Married or in-union women,2037,20-24,37.02,20763,Projection
Northern Africa and Western Asia,747,Married or in-union women,2037,25-29,66.76,35532,Projection
Northern Africa and Western Asia,747,Married or in-union women,2037,30-34,76.81,37543,Projection
Northern Africa and Western Asia,747,Married or in-union women,2037,35-39,79.4,37006,Projection
Northern Africa and Western Asia,747,Married or in-union women,2037,40-44,79.33,34268,Projection
Northern Africa and Western Asia,747,Married or in-union women,2037,45-49,77.25,31192,Projection
Northern Africa and Western Asia,747,Married or in-union women,2037,15-49,58.46,200896,Projection
Northern Africa and Western Asia,747,Married or in-union women,2038,15-19,8.34,4593,Projection
Northern Africa and Western Asia,747,Married or in-union women,2038,20-24,36.92,20691,Projection
Northern Africa and Western Asia,747,Married or in-union women,2038,25-29,66.67,36196,Projection
Northern Africa and Western Asia,747,Married or in-union women,2038,30-34,76.68,38097,Projection
Northern Africa and Western Asia,747,Married or in-union women,2038,35-39,79.21,37241,Projection
Northern Africa and Western Asia,747,Married or in-union women,2038,40-44,79.21,34580,Projection
Northern Africa and Western Asia,747,Married or in-union women,2038,45-49,77.05,31409,Projection
Northern Africa and Western Asia,747,Married or in-union women,2038,15-49,58.52,202809,Projection
Northern Africa and Western Asia,747,Married or in-union women,2039,15-19,8.36,4609,Projection
Northern Africa and Western Asia,747,Married or in-union women,2039,20-24,36.84,20540,Projection
Northern Africa and Western Asia,747,Married or in-union women,2039,25-29,66.58,36786,Projection
Northern Africa and Western Asia,747,Married or in-union women,2039,30-34,76.56,38769,Projection
Northern Africa and Western Asia,747,Married or in-union women,2039,35-39,79.02,37445,Projection
Northern Africa and Western Asia,747,Married or in-union women,2039,40-44,79.1,34931,Projection
Northern Africa and Western Asia,747,Married or in-union women,2039,45-49,76.86,31617,Projection
Northern Africa and Western Asia,747,Married or in-union women,2039,15-49,58.57,204699,Projection
Northern Africa and Western Asia,747,Married or in-union women,2040,15-19,8.36,4624,Projection
Northern Africa and Western Asia,747,Married or in-union women,2040,20-24,36.8,20376,Projection
Northern Africa and Western Asia,747,Married or in-union women,2040,25-29,66.48,37257,Projection
Northern Africa and Western Asia,747,Married or in-union women,2040,30-34,76.45,39547,Projection
Northern Africa and Western Asia,747,Married or in-union women,2040,35-39,78.84,37649,Projection
Northern Africa and Western Asia,747,Married or in-union women,2040,40-44,78.99,35312,Projection
Northern Africa and Western Asia,747,Married or in-union women,2040,45-49,76.67,31811,Projection
Northern Africa and Western Asia,747,Married or in-union women,2040,15-49,58.62,206580,Projection
Northern Africa and Western Asia,747,Married or in-union women,2041,15-19,8.35,4638,Projection
Northern Africa and Western Asia,747,Married or in-union women,2041,20-24,36.8,20229,Projection
Northern Africa and Western Asia,747,Married or in-union women,2041,25-29,66.36,37555,Projection
Northern Africa and Western Asia,747,Married or in-union women,2041,30-34,76.37,40372,Projection
Northern Africa and Western Asia,747,Married or in-union women,2041,35-39,78.67,37914,Projection
Northern Africa and Western Asia,747,Married or in-union women,2041,40-44,78.87,35692,Projection
Northern Africa and Western Asia,747,Married or in-union women,2041,45-49,76.49,32004,Projection
Northern Africa and Western Asia,747,Married or in-union women,2041,15-49,58.67,208407,Projection
Northern Africa and Western Asia,747,Married or in-union women,2042,15-19,8.33,4651,Projection
Northern Africa and Western Asia,747,Married or in-union women,2042,20-24,36.83,20105,Projection
Northern Africa and Western Asia,747,Married or in-union women,2042,25-29,66.22,37662,Projection
Northern Africa and Western Asia,747,Married or in-union women,2042,30-34,76.3,41196,Projection
Northern Africa and Western Asia,747,Married or in-union women,2042,35-39,78.51,38320,Projection
Northern Africa and Western Asia,747,Married or in-union women,2042,40-44,78.74,36010,Projection
Northern Africa and Western Asia,747,Married or in-union women,2042,45-49,76.33,32238,Projection
Northern Africa and Western Asia,747,Married or in-union women,2042,15-49,58.7,210186,Projection
Northern Africa and Western Asia,747,Married or in-union women,2043,15-19,8.3,4657,Projection
Northern Africa and Western Asia,747,Married or in-union women,2043,20-24,36.87,20049,Projection
Northern Africa and Western Asia,747,Married or in-union women,2043,25-29,66.07,37552,Projection
Northern Africa and Western Asia,747,Married or in-union women,2043,30-34,76.26,41993,Projection
Northern Africa and Western Asia,747,Married or in-union women,2043,35-39,78.35,38878,Projection
Northern Africa and Western Asia,747,Married or in-union women,2043,40-44,78.59,36257,Projection
Northern Africa and Western Asia,747,Married or in-union women,2043,45-49,76.19,32527,Projection
Northern Africa and Western Asia,747,Married or in-union women,2043,15-49,58.72,211917,Projection
Northern Africa and Western Asia,747,Married or in-union women,2044,15-19,8.26,4653,Projection
Northern Africa and Western Asia,747,Married or in-union women,2044,20-24,36.89,20077,Projection
Northern Africa and Western Asia,747,Married or in-union women,2044,25-29,65.92,37277,Projection
Northern Africa and Western Asia,747,Married or in-union women,2044,30-34,76.22,42710,Projection
Northern Africa and Western Asia,747,Married or in-union women,2044,35-39,78.21,39555,Projection
Northern Africa and Western Asia,747,Married or in-union women,2044,40-44,78.42,36469,Projection
Northern Africa and Western Asia,747,Married or in-union women,2044,45-49,76.07,32855,Projection
Northern Africa and Western Asia,747,Married or in-union women,2044,15-49,58.74,213598,Projection
Northern Africa and Western Asia,747,Married or in-union women,2045,15-19,8.21,4646,Projection
Northern Africa and Western Asia,747,Married or in-union women,2045,20-24,36.87,20119,Projection
Northern Africa and Western Asia,747,Married or in-union women,2045,25-29,65.79,36963,Projection
Northern Africa and Western Asia,747,Married or in-union women,2045,30-34,76.18,43291,Projection
Northern Africa and Western Asia,747,Married or in-union women,2045,35-39,78.09,40342,Projection
Northern Africa and Western Asia,747,Married or in-union women,2045,40-44,78.26,36677,Projection
Northern Africa and Western Asia,747,Married or in-union women,2045,45-49,75.96,33217,Projection
Northern Africa and Western Asia,747,Married or in-union women,2045,15-49,58.75,215258,Projection
Northern Africa and Western Asia,747,Married or in-union women,2046,15-19,8.17,4636,Projection
Northern Africa and Western Asia,747,Married or in-union women,2046,20-24,36.81,20169,Projection
Northern Africa and Western Asia,747,Married or in-union women,2046,25-29,65.71,36665,Projection
Northern Africa and Western Asia,747,Married or in-union women,2046,30-34,76.1,43673,Projection
Northern Africa and Western Asia,747,Married or in-union women,2046,35-39,77.99,41177,Projection
Northern Africa and Western Asia,747,Married or in-union women,2046,40-44,78.1,36941,Projection
Northern Africa and Western Asia,747,Married or in-union women,2046,45-49,75.86,33586,Projection
Northern Africa and Western Asia,747,Married or in-union women,2046,15-49,58.75,216850,Projection
Northern Africa and Western Asia,747,Married or in-union women,2047,15-19,8.12,4625,Projection
