indicatorname,year,country,code,time,variant,sex,age,estimate_method,estimatemethod,value
Currently married (Percent),2024,El Salvador,SLV,2003,Median,Female,15-49,2,Interpolation,53.14
Currently married (Percent),2024,El Salvador,SLV,2004,Median,Female,15-49,2,Interpolation,53.01
Currently married (Percent),2024,El Salvador,SLV,2005,Median,Female,15-49,2,Interpolation,52.85
Currently married (Percent),2024,El Salvador,SLV,2006,Median,Female,15-49,2,Interpolation,52.66
Currently married (Percent),2024,El Salvador,SLV,2007,Median,Female,15-49,2,Interpolation,52.43
Currently married (Percent),2024,El Salvador,SLV,2008,Median,Female,15-49,2,Interpolation,52.15
Currently married (Percent),2024,El Salvador,SLV,2009,Median,Female,15-49,2,Interpolation,51.84
Currently married (Percent),2024,El Salvador,SLV,2010,Median,Female,15-49,2,Interpolation,51.52
Currently married (Percent),2024,El Salvador,SLV,2011,Median,Female,15-49,2,Interpolation,51.21
Currently married (Percent),2024,El Salvador,SLV,2012,Median,Female,15-49,2,Interpolation,50.92
Currently married (Percent),2024,El Salvador,SLV,2013,Median,Female,15-49,2,Interpolation,50.68
Currently married (Percent),2024,El Salvador,SLV,2014,Median,Female,15-49,2,Interpolation,50.47
Currently married (Percent),2024,El Salvador,SLV,2015,Median,Female,15-49,2,Interpolation,50.32
Currently married (Percent),2024,El Salvador,SLV,2016,Median,Female,15-49,2,Interpolation,50.23
Currently married (Percent),2024,El Salvador,SLV,2017,Median,Female,15-49,2,Interpolation,50.21
Currently married (Percent),2024,El Salvador,SLV,2018,Median,Female,15-49,2,Interpolation,50.27
Currently married (Percent),2024,El Salvador,SLV,2019,Median,Female,15-49,2,Interpolation,50.39
Currently married (Percent),2024,El Salvador,SLV,2020,Median,Female,15-49,2,Interpolation,50.53
Currently married (Percent),2024,El Salvador,SLV,2021,Median,Female,15-49,2,Interpolation,50.66
Currently married (Percent),2024,El Salvador,SLV,2022,Median,Female,15-49,3,Projection,50.76
Currently married (Percent),2024,El Salvador,SLV,2023,Median,Female,15-49,3,Projection,50.84
Currently married (Percent),2024,El Salvador,SLV,2024,Median,Female,15-49,3,Projection,50.93
Currently married (Percent),2024,El Salvador,SLV,2025,Median,Female,15-49,3,Projection,51.01
Currently married (Percent),2024,Equatorial Guinea,GNQ,1970,Median,Female,15-49,2,Interpolation,62.49
Currently married (Percent),2024,Equatorial Guinea,GNQ,1971,Median,Female,15-49,2,Interpolation,62.44
Currently married (Percent),2024,Equatorial Guinea,GNQ,1972,Median,Female,15-49,2,Interpolation,62.4
Currently married (Percent),2024,Equatorial Guinea,GNQ,1973,Median,Female,15-49,2,Interpolation,62.37
Currently married (Percent),2024,Equatorial Guinea,GNQ,1974,Median,Female,15-49,2,Interpolation,62.38
Currently married (Percent),2024,Equatorial Guinea,GNQ,1975,Median,Female,15-49,2,Interpolation,62.41
Currently married (Percent),2024,Equatorial Guinea,GNQ,1976,Median,Female,15-49,2,Interpolation,62.42
Currently married (Percent),2024,Equatorial Guinea,GNQ,1977,Median,Female,15-49,2,Interpolation,62.43
Currently married (Percent),2024,Equatorial Guinea,GNQ,1978,Median,Female,15-49,2,Interpolation,62.44
Currently married (Percent),2024,Equatorial Guinea,GNQ,1979,Median,Female,15-49,2,Interpolation,62.44
Currently married (Percent),2024,Equatorial Guinea,GNQ,1980,Median,Female,15-49,2,Interpolation,62.45
Currently married (Percent),2024,Equatorial Guinea,GNQ,1981,Median,Female,15-49,2,Interpolation,62.43
Currently married (Percent),2024,Equatorial Guinea,GNQ,1982,Median,Female,15-49,2,Interpolation,62.41
Currently married (Percent),2024,Equatorial Guinea,GNQ,1983,Median,Female,15-49,2,Interpolation,62.46
Currently married (Percent),2024,Equatorial Guinea,GNQ,1984,Median,Female,15-49,2,Interpolation,62.56
Currently married (Percent),2024,Equatorial Guinea,GNQ,1985,Median,Female,15-49,2,Interpolation,62.7
Currently married (Percent),2024,Equatorial Guinea,GNQ,1986,Median,Female,15-49,2,Interpolation,62.85
Currently married (Percent),2024,Equatorial Guinea,GNQ,1987,Median,Female,15-49,2,Interpolation,63.0
Currently married (Percent),2024,Equatorial Guinea,GNQ,1988,Median,Female,15-49,2,Interpolation,63.14
Currently married (Percent),2024,Equatorial Guinea,GNQ,1989,Median,Female,15-49,2,Interpolation,63.25
Currently married (Percent),2024,Equatorial Guinea,GNQ,1990,Median,Female,15-49,2,Interpolation,63.33
Currently married (Percent),2024,Equatorial Guinea,GNQ,1991,Median,Female,15-49,2,Interpolation,63.39
Currently married (Percent),2024,Equatorial Guinea,GNQ,1992,Median,Female,15-49,2,Interpolation,63.43
Currently married (Percent),2024,Equatorial Guinea,GNQ,1993,Median,Female,15-49,2,Interpolation,63.44
Currently married (Percent),2024,Equatorial Guinea,GNQ,1994,Median,Female,15-49,2,Interpolation,63.42
Currently married (Percent),2024,Equatorial Guinea,GNQ,1995,Median,Female,15-49,2,Interpolation,63.37
Currently married (Percent),2024,Equatorial Guinea,GNQ,1996,Median,Female,15-49,2,Interpolation,63.28
Currently married (Percent),2024,Equatorial Guinea,GNQ,1997,Median,Female,15-49,2,Interpolation,63.17
Currently married (Percent),2024,Equatorial Guinea,GNQ,1998,Median,Female,15-49,2,Interpolation,63.04
Currently married (Percent),2024,Equatorial Guinea,GNQ,1999,Median,Female,15-49,2,Interpolation,62.85
Currently married (Percent),2024,Equatorial Guinea,GNQ,2000,Median,Female,15-49,2,Interpolation,62.55
Currently married (Percent),2024,Equatorial Guinea,GNQ,2001,Median,Female,15-49,2,Interpolation,62.18
Currently married (Percent),2024,Equatorial Guinea,GNQ,2002,Median,Female,15-49,2,Interpolation,61.76
Currently married (Percent),2024,Equatorial Guinea,GNQ,2003,Median,Female,15-49,2,Interpolation,61.34
Currently married (Percent),2024,Equatorial Guinea,GNQ,2004,Median,Female,15-49,2,Interpolation,60.98
Currently married (Percent),2024,Equatorial Guinea,GNQ,2005,Median,Female,15-49,2,Interpolation,60.73
Currently married (Percent),2024,Equatorial Guinea,GNQ,2006,Median,Female,15-49,2,Interpolation,60.61
Currently married (Percent),2024,Equatorial Guinea,GNQ,2007,Median,Female,15-49,2,Interpolation,60.59
Currently married (Percent),2024,Equatorial Guinea,GNQ,2008,Median,Female,15-49,2,Interpolation,60.65
Currently married (Percent),2024,Equatorial Guinea,GNQ,2009,Median,Female,15-49,2,Interpolation,60.76
Currently married (Percent),2024,Equatorial Guinea,GNQ,2010,Median,Female,15-49,2,Interpolation,60.91
Currently married (Percent),2024,Equatorial Guinea,GNQ,2011,Median,Female,15-49,2,Interpolation,61.07
Currently married (Percent),2024,Equatorial Guinea,GNQ,2012,Median,Female,15-49,3,Projection,61.23
Currently married (Percent),2024,Equatorial Guinea,GNQ,2013,Median,Female,15-49,3,Projection,61.38
Currently married (Percent),2024,Equatorial Guinea,GNQ,2014,Median,Female,15-49,3,Projection,61.51
Currently married (Percent),2024,Equatorial Guinea,GNQ,2015,Median,Female,15-49,3,Projection,61.62
Currently married (Percent),2024,Equatorial Guinea,GNQ,2016,Median,Female,15-49,3,Projection,61.68
Currently married (Percent),2024,Equatorial Guinea,GNQ,2017,Median,Female,15-49,3,Projection,61.68
Currently married (Percent),2024,Equatorial Guinea,GNQ,2018,Median,Female,15-49,3,Projection,61.6
Currently married (Percent),2024,Equatorial Guinea,GNQ,2019,Median,Female,15-49,3,Projection,61.4
Currently married (Percent),2024,Equatorial Guinea,GNQ,2020,Median,Female,15-49,3,Projection,61.12
Currently married (Percent),2024,Equatorial Guinea,GNQ,2021,Median,Female,15-49,3,Projection,60.77
Currently married (Percent),2024,Equatorial Guinea,GNQ,2022,Median,Female,15-49,3,Projection,60.39
Currently married (Percent),2024,Equatorial Guinea,GNQ,2023,Median,Female,15-49,3,Projection,59.99
Currently married (Percent),2024,Equatorial Guinea,GNQ,2024,Median,Female,15-49,3,Projection,59.56
Currently married (Percent),2024,Equatorial Guinea,GNQ,2025,Median,Female,15-49,3,Projection,59.11
Currently married (Percent),2024,Ethiopia,ETH,1970,Median,Female,15-49,2,Interpolation,77.43
Currently married (Percent),2024,Ethiopia,ETH,1971,Median,Female,15-49,2,Interpolation,77.41
Currently married (Percent),2024,Ethiopia,ETH,1972,Median,Female,15-49,2,Interpolation,77.4
Currently married (Percent),2024,Ethiopia,ETH,1973,Median,Female,15-49,2,Interpolation,77.38
Currently married (Percent),2024,Ethiopia,ETH,1974,Median,Female,15-49,2,Interpolation,77.31
Currently married (Percent),2024,Ethiopia,ETH,1975,Median,Female,15-49,2,Interpolation,77.2
Currently married (Percent),2024,Ethiopia,ETH,1976,Median,Female,15-49,2,Interpolation,77.06
Currently married (Percent),2024,Ethiopia,ETH,1977,Median,Female,15-49,2,Interpolation,76.9
Currently married (Percent),2024,Ethiopia,ETH,1978,Median,Female,15-49,2,Interpolation,76.76
Currently married (Percent),2024,Ethiopia,ETH,1979,Median,Female,15-49,2,Interpolation,76.66
Currently married (Percent),2024,Ethiopia,ETH,1980,Median,Female,15-49,2,Interpolation,76.59
Currently married (Percent),2024,Ethiopia,ETH,1981,Median,Female,15-49,2,Interpolation,76.53
Currently married (Percent),2024,Ethiopia,ETH,1982,Median,Female,15-49,2,Interpolation,76.47
Currently married (Percent),2024,Ethiopia,ETH,1983,Median,Female,15-49,2,Interpolation,76.44
Currently married (Percent),2024,Ethiopia,ETH,1984,Median,Female,15-49,2,Interpolation,76.43
Currently married (Percent),2024,Ethiopia,ETH,1985,Median,Female,15-49,2,Interpolation,75.86
Currently married (Percent),2024,Ethiopia,ETH,1986,Median,Female,15-49,2,Interpolation,75.3
Currently married (Percent),2024,Ethiopia,ETH,1987,Median,Female,15-49,2,Interpolation,74.77
Currently married (Percent),2024,Ethiopia,ETH,1988,Median,Female,15-49,2,Interpolation,74.27
Currently married (Percent),2024,Ethiopia,ETH,1989,Median,Female,15-49,2,Interpolation,73.77
Currently married (Percent),2024,Ethiopia,ETH,1990,Median,Female,15-49,2,Interpolation,73.27
Currently married (Percent),2024,Ethiopia,ETH,1991,Median,Female,15-49,2,Interpolation,72.77
Currently married (Percent),2024,Ethiopia,ETH,1992,Median,Female,15-49,2,Interpolation,72.25
Currently married (Percent),2024,Ethiopia,ETH,1993,Median,Female,15-49,2,Interpolation,71.71
Currently married (Percent),2024,Ethiopia,ETH,1994,Median,Female,15-49,2,Interpolation,71.16
Currently married (Percent),2024,Ethiopia,ETH,1995,Median,Female,15-49,2,Interpolation,70.62
Currently married (Percent),2024,Ethiopia,ETH,1996,Median,Female,15-49,2,Interpolation,70.09
Currently married (Percent),2024,Ethiopia,ETH,1997,Median,Female,15-49,2,Interpolation,69.59
Currently married (Percent),2024,Ethiopia,ETH,1998,Median,Female,15-49,2,Interpolation,69.09
Currently married (Percent),2024,Ethiopia,ETH,1999,Median,Female,15-49,2,Interpolation,68.58
Currently married (Percent),2024,Ethiopia,ETH,2000,Median,Female,15-49,2,Interpolation,68.02
Currently married (Percent),2024,Ethiopia,ETH,2001,Median,Female,15-49,2,Interpolation,67.39
Currently married (Percent),2024,Ethiopia,ETH,2002,Median,Female,15-49,2,Interpolation,66.67
Currently married (Percent),2024,Ethiopia,ETH,2003,Median,Female,15-49,2,Interpolation,65.89
Currently married (Percent),2024,Ethiopia,ETH,2004,Median,Female,15-49,2,Interpolation,65.08
Currently married (Percent),2024,Ethiopia,ETH,2005,Median,Female,15-49,2,Interpolation,64.29
Currently married (Percent),2024,Ethiopia,ETH,2006,Median,Female,15-49,2,Interpolation,64.25
Currently married (Percent),2024,Ethiopia,ETH,2007,Median,Female,15-49,2,Interpolation,64.24
Currently married (Percent),2024,Ethiopia,ETH,2008,Median,Female,15-49,2,Interpolation,64.23
Currently married (Percent),2024,Ethiopia,ETH,2009,Median,Female,15-49,2,Interpolation,64.23
Currently married (Percent),2024,Ethiopia,ETH,2010,Median,Female,15-49,2,Interpolation,64.27
Currently married (Percent),2024,Ethiopia,ETH,2011,Median,Female,15-49,2,Interpolation,64.36
Currently married (Percent),2024,Ethiopia,ETH,2012,Median,Female,15-49,2,Interpolation,64.5
Currently married (Percent),2024,Ethiopia,ETH,2013,Median,Female,15-49,2,Interpolation,64.69
Currently married (Percent),2024,Ethiopia,ETH,2014,Median,Female,15-49,2,Interpolation,64.9
Currently married (Percent),2024,Ethiopia,ETH,2015,Median,Female,15-49,2,Interpolation,65.14
Currently married (Percent),2024,Ethiopia,ETH,2016,Median,Female,15-49,2,Interpolation,65.4
Currently married (Percent),2024,Ethiopia,ETH,2017,Median,Female,15-49,2,Interpolation,65.68
Currently married (Percent),2024,Ethiopia,ETH,2018,Median,Female,15-49,2,Interpolation,65.99
Currently married (Percent),2024,Ethiopia,ETH,2019,Median,Female,15-49,2,Interpolation,66.31
Currently married (Percent),2024,Ethiopia,ETH,2020,Median,Female,15-49,3,Projection,66.61
Currently married (Percent),2024,Ethiopia,ETH,2021,Median,Female,15-49,3,Projection,66.89
Currently married (Percent),2024,Ethiopia,ETH,2022,Median,Female,15-49,3,Projection,67.17
Currently married (Percent),2024,Ethiopia,ETH,2023,Median,Female,15-49,3,Projection,67.44
Currently married (Percent),2024,Ethiopia,ETH,2024,Median,Female,15-49,3,Projection,67.68
Currently married (Percent),2024,Ethiopia,ETH,2025,Median,Female,15-49,3,Projection,67.88
Currently married (Percent),2024,Eritrea,ERI,1970,Median,Female,15-49,2,Interpolation,68.0
Currently married (Percent),2024,Eritrea,ERI,1971,Median,Female,15-49,2,Interpolation,67.97
Currently married (Percent),2024,Eritrea,ERI,1972,Median,Female,15-49,2,Interpolation,67.96
Currently married (Percent),2024,Eritrea,ERI,1973,Median,Female,15-49,2,Interpolation,67.9
Currently married (Percent),2024,Eritrea,ERI,1974,Median,Female,15-49,2,Interpolation,67.79
Currently married (Percent),2024,Eritrea,ERI,1975,Median,Female,15-49,2,Interpolation,67.63
Currently married (Percent),2024,Eritrea,ERI,1976,Median,Female,15-49,2,Interpolation,67.44
Currently married (Percent),2024,Eritrea,ERI,1977,Median,Female,15-49,2,Interpolation,67.24
Currently married (Percent),2024,Eritrea,ERI,1978,Median,Female,15-49,2,Interpolation,67.07
Currently married (Percent),2024,Eritrea,ERI,1979,Median,Female,15-49,2,Interpolation,66.96
Currently married (Percent),2024,Eritrea,ERI,1980,Median,Female,15-49,2,Interpolation,66.87
Currently married (Percent),2024,Eritrea,ERI,1981,Median,Female,15-49,2,Interpolation,66.8
Currently married (Percent),2024,Eritrea,ERI,1982,Median,Female,15-49,2,Interpolation,66.72
Currently married (Percent),2024,Eritrea,ERI,1983,Median,Female,15-49,2,Interpolation,66.65
Currently married (Percent),2024,Eritrea,ERI,1984,Median,Female,15-49,2,Interpolation,66.6
Currently married (Percent),2024,Eritrea,ERI,1985,Median,Female,15-49,2,Interpolation,66.56
Currently married (Percent),2024,Eritrea,ERI,1986,Median,Female,15-49,2,Interpolation,66.53
Currently married (Percent),2024,Eritrea,ERI,1987,Median,Female,15-49,2,Interpolation,66.53
Currently married (Percent),2024,Eritrea,ERI,1988,Median,Female,15-49,2,Interpolation,66.54
Currently married (Percent),2024,Eritrea,ERI,1989,Median,Female,15-49,2,Interpolation,66.53
Currently married (Percent),2024,Eritrea,ERI,1990,Median,Female,15-49,2,Interpolation,66.5
Currently married (Percent),2024,Eritrea,ERI,1991,Median,Female,15-49,2,Interpolation,66.45
Currently married (Percent),2024,Eritrea,ERI,1992,Median,Female,15-49,2,Interpolation,66.34
Currently married (Percent),2024,Eritrea,ERI,1993,Median,Female,15-49,2,Interpolation,66.31
Currently married (Percent),2024,Eritrea,ERI,1994,Median,Female,15-49,2,Interpolation,66.29
Currently married (Percent),2024,Eritrea,ERI,1995,Median,Female,15-49,2,Interpolation,66.51
Currently married (Percent),2024,Eritrea,ERI,1996,Median,Female,15-49,2,Interpolation,66.33
Currently married (Percent),2024,Eritrea,ERI,1997,Median,Female,15-49,2,Interpolation,65.96
Currently married (Percent),2024,Eritrea,ERI,1998,Median,Female,15-49,2,Interpolation,65.59
Currently married (Percent),2024,Eritrea,ERI,1999,Median,Female,15-49,2,Interpolation,65.2
Currently married (Percent),2024,Eritrea,ERI,2000,Median,Female,15-49,2,Interpolation,64.74
Currently married (Percent),2024,Eritrea,ERI,2001,Median,Female,15-49,2,Interpolation,64.27
Currently married (Percent),2024,Eritrea,ERI,2002,Median,Female,15-49,2,Interpolation,63.77
Currently married (Percent),2024,Eritrea,ERI,2003,Median,Female,15-49,2,Interpolation,63.28
Currently married (Percent),2024,Eritrea,ERI,2004,Median,Female,15-49,2,Interpolation,62.84
Currently married (Percent),2024,Eritrea,ERI,2005,Median,Female,15-49,2,Interpolation,62.37
Currently married (Percent),2024,Eritrea,ERI,2006,Median,Female,15-49,2,Interpolation,61.89
Currently married (Percent),2024,Eritrea,ERI,2007,Median,Female,15-49,2,Interpolation,61.42
Currently married (Percent),2024,Eritrea,ERI,2008,Median,Female,15-49,2,Interpolation,61.01
Currently married (Percent),2024,Eritrea,ERI,2009,Median,Female,15-49,2,Interpolation,60.56
Currently married (Percent),2024,Eritrea,ERI,2010,Median,Female,15-49,2,Interpolation,60.06
