country,year,indicator,unit,value,source
South Africa,2012,total_fertility_rate,%,2.45,OECD
Thailand,2012,total_fertility_rate,%,1.56,OECD
Argentina,2012,total_fertility_rate,%,2.3,OECD
Saudi Arabia,2012,total_fertility_rate,%,2.78,OECD
Bulgaria,2012,total_fertility_rate,%,1.5,OECD
Croatia,2012,total_fertility_rate,%,1.51,OECD
EU-27 average,2012,total_fertility_rate,%,1.54,OECD
Australia,2013,total_fertility_rate,%,1.88,OECD
Austria,2013,total_fertility_rate,%,1.44,OECD
Belgium,2013,total_fertility_rate,%,1.76,OECD
Canada,2013,total_fertility_rate,%,1.61,OECD
Chile,2013,total_fertility_rate,%,1.79,OECD
Colombia,2013,total_fertility_rate,%,1.86,OECD
Costa Rica,2013,total_fertility_rate,%,1.78,OECD
Czechia,2013,total_fertility_rate,%,1.46,OECD
Denmark,2013,total_fertility_rate,%,1.67,OECD
Estonia,2013,total_fertility_rate,%,1.52,OECD
Finland,2013,total_fertility_rate,%,1.75,OECD
France,2013,total_fertility_rate,%,1.99,OECD
Germany,2013,total_fertility_rate,%,1.42,OECD
Greece,2013,total_fertility_rate,%,1.29,OECD
Hungary,2013,total_fertility_rate,%,1.34,OECD
Iceland,2013,total_fertility_rate,%,2.0,OECD
Ireland,2013,total_fertility_rate,%,1.93,OECD
Italy,2013,total_fertility_rate,%,1.39,OECD
Japan,2013,total_fertility_rate,%,1.43,OECD
Korea,2013,total_fertility_rate,%,1.19,OECD
Latvia,2013,total_fertility_rate,%,1.52,OECD
Lithuania,2013,total_fertility_rate,%,1.59,OECD
Luxembourg,2013,total_fertility_rate,%,1.55,OECD
Mexico,2013,total_fertility_rate,%,2.27,OECD
Netherlands,2013,total_fertility_rate,%,1.68,OECD
New Zealand,2013,total_fertility_rate,%,2.01,OECD
Norway,2013,total_fertility_rate,%,1.78,OECD
Poland,2013,total_fertility_rate,%,1.26,OECD
Portugal,2013,total_fertility_rate,%,1.21,OECD
Slovak Republic,2013,total_fertility_rate,%,1.34,OECD
Slovenia,2013,total_fertility_rate,%,1.55,OECD
Spain,2013,total_fertility_rate,%,1.27,OECD
Sweden,2013,total_fertility_rate,%,1.89,OECD
Switzerland,2013,total_fertility_rate,%,1.52,OECD
Türkiye,2013,total_fertility_rate,%,2.11,OECD
United States,2013,total_fertility_rate,%,1.86,OECD
OECD-38,2013,total_fertility_rate,%,1.68,OECD
Brazil,2013,total_fertility_rate,%,1.76,OECD
China,2013,total_fertility_rate,%,1.71,OECD
India,2013,total_fertility_rate,%,2.4,OECD
Indonesia,2013,total_fertility_rate,%,2.44,OECD
Peru,2013,total_fertility_rate,%,2.32,OECD
South Africa,2013,total_fertility_rate,%,2.43,OECD
Thailand,2013,total_fertility_rate,%,1.53,OECD
Argentina,2013,total_fertility_rate,%,2.34,OECD
Saudi Arabia,2013,total_fertility_rate,%,2.67,OECD
Bulgaria,2013,total_fertility_rate,%,1.54,OECD
Croatia,2013,total_fertility_rate,%,1.46,OECD
EU-27 average,2013,total_fertility_rate,%,1.52,OECD
Australia,2014,total_fertility_rate,%,1.79,OECD
Austria,2014,total_fertility_rate,%,1.46,OECD
Belgium,2014,total_fertility_rate,%,1.74,OECD
Canada,2014,total_fertility_rate,%,1.61,OECD
Chile,2014,total_fertility_rate,%,1.77,OECD
Colombia,2014,total_fertility_rate,%,1.82,OECD
Costa Rica,2014,total_fertility_rate,%,1.8,OECD
Czechia,2014,total_fertility_rate,%,1.53,OECD
Denmark,2014,total_fertility_rate,%,1.69,OECD
Estonia,2014,total_fertility_rate,%,1.54,OECD
Finland,2014,total_fertility_rate,%,1.71,OECD
France,2014,total_fertility_rate,%,2.0,OECD
Germany,2014,total_fertility_rate,%,1.47,OECD
Greece,2014,total_fertility_rate,%,1.3,OECD
Hungary,2014,total_fertility_rate,%,1.42,OECD
Iceland,2014,total_fertility_rate,%,1.99,OECD
Ireland,2014,total_fertility_rate,%,1.89,OECD
Italy,2014,total_fertility_rate,%,1.38,OECD
Japan,2014,total_fertility_rate,%,1.42,OECD
Korea,2014,total_fertility_rate,%,1.21,OECD
Latvia,2014,total_fertility_rate,%,1.65,OECD
Lithuania,2014,total_fertility_rate,%,1.57,OECD
Luxembourg,2014,total_fertility_rate,%,1.5,OECD
Mexico,2014,total_fertility_rate,%,2.21,OECD
Netherlands,2014,total_fertility_rate,%,1.71,OECD
New Zealand,2014,total_fertility_rate,%,1.92,OECD
Norway,2014,total_fertility_rate,%,1.76,OECD
Poland,2014,total_fertility_rate,%,1.29,OECD
Portugal,2014,total_fertility_rate,%,1.23,OECD
Slovak Republic,2014,total_fertility_rate,%,1.37,OECD
Slovenia,2014,total_fertility_rate,%,1.58,OECD
Spain,2014,total_fertility_rate,%,1.32,OECD
Sweden,2014,total_fertility_rate,%,1.88,OECD
Switzerland,2014,total_fertility_rate,%,1.54,OECD
Türkiye,2014,total_fertility_rate,%,2.19,OECD
United States,2014,total_fertility_rate,%,1.86,OECD
OECD-38,2014,total_fertility_rate,%,1.68,OECD
Brazil,2014,total_fertility_rate,%,1.78,OECD
China,2014,total_fertility_rate,%,1.77,OECD
India,2014,total_fertility_rate,%,2.29,OECD
Indonesia,2014,total_fertility_rate,%,2.39,OECD
Peru,2014,total_fertility_rate,%,2.27,OECD
South Africa,2014,total_fertility_rate,%,2.42,OECD
Thailand,2014,total_fertility_rate,%,1.48,OECD
Argentina,2014,total_fertility_rate,%,2.39,OECD
Saudi Arabia,2014,total_fertility_rate,%,2.68,OECD
Bulgaria,2014,total_fertility_rate,%,1.62,OECD
Croatia,2014,total_fertility_rate,%,1.46,OECD
EU-27 average,2014,total_fertility_rate,%,1.54,OECD
Australia,2015,total_fertility_rate,%,1.79,OECD
Austria,2015,total_fertility_rate,%,1.49,OECD
Belgium,2015,total_fertility_rate,%,1.7,OECD
Canada,2015,total_fertility_rate,%,1.6,OECD
Chile,2015,total_fertility_rate,%,1.74,OECD
Colombia,2015,total_fertility_rate,%,1.77,OECD
Costa Rica,2015,total_fertility_rate,%,1.8,OECD
Czechia,2015,total_fertility_rate,%,1.57,OECD
Denmark,2015,total_fertility_rate,%,1.71,OECD
Estonia,2015,total_fertility_rate,%,1.58,OECD
Finland,2015,total_fertility_rate,%,1.65,OECD
France,2015,total_fertility_rate,%,1.96,OECD
Germany,2015,total_fertility_rate,%,1.5,OECD
Greece,2015,total_fertility_rate,%,1.33,OECD
Hungary,2015,total_fertility_rate,%,1.45,OECD
Iceland,2015,total_fertility_rate,%,1.86,OECD
Ireland,2015,total_fertility_rate,%,1.85,OECD
Italy,2015,total_fertility_rate,%,1.36,OECD
Japan,2015,total_fertility_rate,%,1.45,OECD
Korea,2015,total_fertility_rate,%,1.24,OECD
Latvia,2015,total_fertility_rate,%,1.7,OECD
Lithuania,2015,total_fertility_rate,%,1.63,OECD
Luxembourg,2015,total_fertility_rate,%,1.47,OECD
Mexico,2015,total_fertility_rate,%,2.14,OECD
Netherlands,2015,total_fertility_rate,%,1.66,OECD
New Zealand,2015,total_fertility_rate,%,1.99,OECD
Norway,2015,total_fertility_rate,%,1.73,OECD
Poland,2015,total_fertility_rate,%,1.29,OECD
Portugal,2015,total_fertility_rate,%,1.31,OECD
Slovak Republic,2015,total_fertility_rate,%,1.4,OECD
Slovenia,2015,total_fertility_rate,%,1.57,OECD
Spain,2015,total_fertility_rate,%,1.33,OECD
Sweden,2015,total_fertility_rate,%,1.85,OECD
Switzerland,2015,total_fertility_rate,%,1.54,OECD
Türkiye,2015,total_fertility_rate,%,2.16,OECD
United States,2015,total_fertility_rate,%,1.84,OECD
OECD-38,2015,total_fertility_rate,%,1.68,OECD
Brazil,2015,total_fertility_rate,%,1.78,OECD
China,2015,total_fertility_rate,%,1.67,OECD
India,2015,total_fertility_rate,%,2.29,OECD
Indonesia,2015,total_fertility_rate,%,2.35,OECD
Peru,2015,total_fertility_rate,%,2.23,OECD
South Africa,2015,total_fertility_rate,%,2.36,OECD
Thailand,2015,total_fertility_rate,%,1.45,OECD
Argentina,2015,total_fertility_rate,%,2.35,OECD
Saudi Arabia,2015,total_fertility_rate,%,2.63,OECD
Bulgaria,2015,total_fertility_rate,%,1.64,OECD
Croatia,2015,total_fertility_rate,%,1.4,OECD
EU-27 average,2015,total_fertility_rate,%,1.54,OECD
Australia,2016,total_fertility_rate,%,1.79,OECD
Austria,2016,total_fertility_rate,%,1.53,OECD
Belgium,2016,total_fertility_rate,%,1.68,OECD
Canada,2016,total_fertility_rate,%,1.59,OECD
Chile,2016,total_fertility_rate,%,1.69,OECD
Colombia,2016,total_fertility_rate,%,1.72,OECD
Costa Rica,2016,total_fertility_rate,%,1.75,OECD
Czechia,2016,total_fertility_rate,%,1.63,OECD
Denmark,2016,total_fertility_rate,%,1.79,OECD
Estonia,2016,total_fertility_rate,%,1.6,OECD
Finland,2016,total_fertility_rate,%,1.57,OECD
France,2016,total_fertility_rate,%,1.92,OECD
Germany,2016,total_fertility_rate,%,1.59,OECD
Greece,2016,total_fertility_rate,%,1.38,OECD
Hungary,2016,total_fertility_rate,%,1.51,OECD
Iceland,2016,total_fertility_rate,%,1.8,OECD
Ireland,2016,total_fertility_rate,%,1.82,OECD
Italy,2016,total_fertility_rate,%,1.36,OECD
Japan,2016,total_fertility_rate,%,1.44,OECD
Korea,2016,total_fertility_rate,%,1.17,OECD
Latvia,2016,total_fertility_rate,%,1.74,OECD
Lithuania,2016,total_fertility_rate,%,1.63,OECD
Luxembourg,2016,total_fertility_rate,%,1.41,OECD
Mexico,2016,total_fertility_rate,%,2.09,OECD
Netherlands,2016,total_fertility_rate,%,1.66,OECD
New Zealand,2016,total_fertility_rate,%,1.87,OECD
Norway,2016,total_fertility_rate,%,1.71,OECD
Poland,2016,total_fertility_rate,%,1.36,OECD
Portugal,2016,total_fertility_rate,%,1.36,OECD
Slovak Republic,2016,total_fertility_rate,%,1.48,OECD
Slovenia,2016,total_fertility_rate,%,1.58,OECD
Spain,2016,total_fertility_rate,%,1.34,OECD
Sweden,2016,total_fertility_rate,%,1.85,OECD
Switzerland,2016,total_fertility_rate,%,1.54,OECD
Türkiye,2016,total_fertility_rate,%,2.11,OECD
United States,2016,total_fertility_rate,%,1.82,OECD
OECD-38,2016,total_fertility_rate,%,1.68,OECD
Brazil,2016,total_fertility_rate,%,1.73,OECD
China,2016,total_fertility_rate,%,1.77,OECD
India,2016,total_fertility_rate,%,2.28,OECD
Indonesia,2016,total_fertility_rate,%,2.31,OECD
Peru,2016,total_fertility_rate,%,2.19,OECD
South Africa,2016,total_fertility_rate,%,2.26,OECD
Thailand,2016,total_fertility_rate,%,1.4,OECD
Argentina,2016,total_fertility_rate,%,2.24,OECD
Saudi Arabia,2016,total_fertility_rate,%,2.65,OECD
Bulgaria,2016,total_fertility_rate,%,1.67,OECD
Croatia,2016,total_fertility_rate,%,1.42,OECD
EU-27 average,2016,total_fertility_rate,%,1.57,OECD
Australia,2017,total_fertility_rate,%,1.74,OECD
Austria,2017,total_fertility_rate,%,1.52,OECD
Belgium,2017,total_fertility_rate,%,1.65,OECD
Canada,2017,total_fertility_rate,%,1.55,OECD
Chile,2017,total_fertility_rate,%,1.56,OECD
Colombia,2017,total_fertility_rate,%,1.72,OECD
Costa Rica,2017,total_fertility_rate,%,1.71,OECD
Czechia,2017,total_fertility_rate,%,1.69,OECD
Denmark,2017,total_fertility_rate,%,1.75,OECD
Estonia,2017,total_fertility_rate,%,1.59,OECD
Finland,2017,total_fertility_rate,%,1.49,OECD
France,2017,total_fertility_rate,%,1.89,OECD
Germany,2017,total_fertility_rate,%,1.57,OECD
Greece,2017,total_fertility_rate,%,1.35,OECD
Hungary,2017,total_fertility_rate,%,1.51,OECD
Iceland,2017,total_fertility_rate,%,1.76,OECD
Ireland,2017,total_fertility_rate,%,1.78,OECD
Italy,2017,total_fertility_rate,%,1.34,OECD
Japan,2017,total_fertility_rate,%,1.43,OECD
Korea,2017,total_fertility_rate,%,1.05,OECD
Latvia,2017,total_fertility_rate,%,1.69,OECD
Lithuania,2017,total_fertility_rate,%,1.57,OECD
Luxembourg,2017,total_fertility_rate,%,1.39,OECD
Mexico,2017,total_fertility_rate,%,2.04,OECD
Netherlands,2017,total_fertility_rate,%,1.62,OECD
New Zealand,2017,total_fertility_rate,%,1.81,OECD
Norway,2017,total_fertility_rate,%,1.62,OECD
Poland,2017,total_fertility_rate,%,1.45,OECD
Portugal,2017,total_fertility_rate,%,1.38,OECD
Slovak Republic,2017,total_fertility_rate,%,1.52,OECD
Slovenia,2017,total_fertility_rate,%,1.62,OECD
Spain,2017,total_fertility_rate,%,1.31,OECD
Sweden,2017,total_fertility_rate,%,1.78,OECD
Switzerland,2017,total_fertility_rate,%,1.52,OECD
Türkiye,2017,total_fertility_rate,%,2.08,OECD
United States,2017,total_fertility_rate,%,1.77,OECD
OECD-38,2017,total_fertility_rate,%,1.65,OECD
Brazil,2017,total_fertility_rate,%,1.74,OECD
China,2017,total_fertility_rate,%,1.8,OECD
India,2017,total_fertility_rate,%,2.19,OECD
Indonesia,2017,total_fertility_rate,%,2.25,OECD
Peru,2017,total_fertility_rate,%,2.15,OECD
South Africa,2017,total_fertility_rate,%,2.28,OECD
Thailand,2017,total_fertility_rate,%,1.36,OECD
Argentina,2017,total_fertility_rate,%,2.17,OECD
Saudi Arabia,2017,total_fertility_rate,%,2.67,OECD
Bulgaria,2017,total_fertility_rate,%,1.71,OECD
Croatia,2017,total_fertility_rate,%,1.42,OECD
EU-27 average,2017,total_fertility_rate,%,1.55,OECD
Australia,2018,total_fertility_rate,%,1.74,OECD
Austria,2018,total_fertility_rate,%,1.48,OECD
Belgium,2018,total_fertility_rate,%,1.62,OECD
Canada,2018,total_fertility_rate,%,1.51,OECD
Chile,2018,total_fertility_rate,%,1.54,OECD
Colombia,2018,total_fertility_rate,%,1.72,OECD
Costa Rica,2018,total_fertility_rate,%,1.71,OECD
Czechia,2018,total_fertility_rate,%,1.71,OECD
Denmark,2018,total_fertility_rate,%,1.73,OECD
Estonia,2018,total_fertility_rate,%,1.67,OECD
Finland,2018,total_fertility_rate,%,1.41,OECD
France,2018,total_fertility_rate,%,1.87,OECD
Germany,2018,total_fertility_rate,%,1.57,OECD
Greece,2018,total_fertility_rate,%,1.35,OECD
Hungary,2018,total_fertility_rate,%,1.5,OECD
Iceland,2018,total_fertility_rate,%,1.76,OECD
Ireland,2018,total_fertility_rate,%,1.75,OECD
Italy,2018,total_fertility_rate,%,1.31,OECD
Japan,2018,total_fertility_rate,%,1.42,OECD
Korea,2018,total_fertility_rate,%,0.98,OECD
Latvia,2018,total_fertility_rate,%,1.6,OECD
Lithuania,2018,total_fertility_rate,%,1.53,OECD
Luxembourg,2018,total_fertility_rate,%,1.38,OECD
Mexico,2018,total_fertility_rate,%,2.03,OECD
Netherlands,2018,total_fertility_rate,%,1.59,OECD
New Zealand,2018,total_fertility_rate,%,1.71,OECD
Norway,2018,total_fertility_rate,%,1.56,OECD
Poland,2018,total_fertility_rate,%,1.44,OECD
Portugal,2018,total_fertility_rate,%,1.42,OECD
Slovak Republic,2018,total_fertility_rate,%,1.54,OECD
Slovenia,2018,total_fertility_rate,%,1.6,OECD
Spain,2018,total_fertility_rate,%,1.26,OECD
Sweden,2018,total_fertility_rate,%,1.75,OECD
Switzerland,2018,total_fertility_rate,%,1.52,OECD
Türkiye,2018,total_fertility_rate,%,2.0,OECD
United States,2018,total_fertility_rate,%,1.73,OECD
OECD-38,2018,total_fertility_rate,%,1.63,OECD
Brazil,2018,total_fertility_rate,%,1.74,OECD
China,2018,total_fertility_rate,%,1.54,OECD
India,2018,total_fertility_rate,%,2.18,OECD
Indonesia,2018,total_fertility_rate,%,2.22,OECD
Peru,2018,total_fertility_rate,%,2.12,OECD
South Africa,2018,total_fertility_rate,%,2.27,OECD
Thailand,2018,total_fertility_rate,%,1.32,OECD
Argentina,2018,total_fertility_rate,%,2.07,OECD
Saudi Arabia,2018,total_fertility_rate,%,2.67,OECD
Bulgaria,2018,total_fertility_rate,%,1.73,OECD
Croatia,2018,total_fertility_rate,%,1.47,OECD
EU-27 average,2018,total_fertility_rate,%,1.54,OECD
Australia,2019,total_fertility_rate,%,1.67,OECD
Austria,2019,total_fertility_rate,%,1.46,OECD
Belgium,2019,total_fertility_rate,%,1.6,OECD
Canada,2019,total_fertility_rate,%,1.47,OECD
Chile,2019,total_fertility_rate,%,1.43,OECD
Colombia,2019,total_fertility_rate,%,1.71,OECD
Costa Rica,2019,total_fertility_rate,%,1.6,OECD
Czechia,2019,total_fertility_rate,%,1.71,OECD
Denmark,2019,total_fertility_rate,%,1.7,OECD
Estonia,2019,total_fertility_rate,%,1.66,OECD
Finland,2019,total_fertility_rate,%,1.35,OECD
France,2019,total_fertility_rate,%,1.86,OECD
Germany,2019,total_fertility_rate,%,1.54,OECD
Greece,2019,total_fertility_rate,%,1.34,OECD
Hungary,2019,total_fertility_rate,%,1.51,OECD
Iceland,2019,total_fertility_rate,%,1.81,OECD
Ireland,2019,total_fertility_rate,%,1.7,OECD
Italy,2019,total_fertility_rate,%,1.27,OECD
Japan,2019,total_fertility_rate,%,1.36,OECD
Korea,2019,total_fertility_rate,%,0.92,OECD
Latvia,2019,total_fertility_rate,%,1.61,OECD
Lithuania,2019,total_fertility_rate,%,1.43,OECD
Luxembourg,2019,total_fertility_rate,%,1.34,OECD
Mexico,2019,total_fertility_rate,%,2.02,OECD
Netherlands,2019,total_fertility_rate,%,1.57,OECD
New Zealand,2019,total_fertility_rate,%,1.72,OECD
Norway,2019,total_fertility_rate,%,1.53,OECD
Poland,2019,total_fertility_rate,%,1.42,OECD
Portugal,2019,total_fertility_rate,%,1.43,OECD
Slovak Republic,2019,total_fertility_rate,%,1.57,OECD
Slovenia,2019,total_fertility_rate,%,1.61,OECD
Spain,2019,total_fertility_rate,%,1.23,OECD
Sweden,2019,total_fertility_rate,%,1.7,OECD
Switzerland,2019,total_fertility_rate,%,1.48,OECD
Türkiye,2019,total_fertility_rate,%,1.89,OECD
United States,2019,total_fertility_rate,%,1.71,OECD
OECD-38,2019,total_fertility_rate,%,1.59,OECD
Brazil,2019,total_fertility_rate,%,1.71,OECD
China,2019,total_fertility_rate,%,1.5,OECD
India,2019,total_fertility_rate,%,2.12,OECD
Indonesia,2019,total_fertility_rate,%,2.21,OECD
Peru,2019,total_fertility_rate,%,2.09,OECD
South Africa,2019,total_fertility_rate,%,2.26,OECD
Thailand,2019,total_fertility_rate,%,1.29,OECD
Argentina,2019,total_fertility_rate,%,1.88,OECD
Saudi Arabia,2019,total_fertility_rate,%,2.49,OECD
Bulgaria,2019,total_fertility_rate,%,1.79,OECD
Croatia,2019,total_fertility_rate,%,1.47,OECD
EU-27 average,2019,total_fertility_rate,%,1.52,OECD
Australia,2020,total_fertility_rate,%,1.59,OECD
Austria,2020,total_fertility_rate,%,1.44,OECD
Belgium,2020,total_fertility_rate,%,1.55,OECD
Canada,2020,total_fertility_rate,%,1.41,OECD
Chile,2020,total_fertility_rate,%,1.31,OECD
Colombia,2020,total_fertility_rate,%,1.69,OECD
Costa Rica,2020,total_fertility_rate,%,1.45,OECD
Czechia,2020,total_fertility_rate,%,1.71,OECD
Denmark,2020,total_fertility_rate,%,1.67,OECD
Estonia,2020,total_fertility_rate,%,1.58,OECD
Finland,2020,total_fertility_rate,%,1.37,OECD
France,2020,total_fertility_rate,%,1.82,OECD
Germany,2020,total_fertility_rate,%,1.53,OECD
Greece,2020,total_fertility_rate,%,1.39,OECD
Hungary,2020,total_fertility_rate,%,1.59,OECD
Iceland,2020,total_fertility_rate,%,1.79,OECD
Ireland,2020,total_fertility_rate,%,1.63,OECD
Italy,2020,total_fertility_rate,%,1.24,OECD
Japan,2020,total_fertility_rate,%,1.33,OECD
Korea,2020,total_fertility_rate,%,0.84,OECD
Latvia,2020,total_fertility_rate,%,1.55,OECD
Lithuania,2020,total_fertility_rate,%,1.36,OECD
Luxembourg,2020,total_fertility_rate,%,1.36,OECD
Mexico,2020,total_fertility_rate,%,1.99,OECD
Netherlands,2020,total_fertility_rate,%,1.54,OECD
New Zealand,2020,total_fertility_rate,%,1.61,OECD
Norway,2020,total_fertility_rate,%,1.48,OECD
Poland,2020,total_fertility_rate,%,1.39,OECD
Portugal,2020,total_fertility_rate,%,1.41,OECD
Slovak Republic,2020,total_fertility_rate,%,1.59,OECD
Slovenia,2020,total_fertility_rate,%,1.59,OECD
Spain,2020,total_fertility_rate,%,1.19,OECD
Sweden,2020,total_fertility_rate,%,1.66,OECD
Switzerland,2020,total_fertility_rate,%,1.46,OECD
Türkiye,2020,total_fertility_rate,%,1.77,OECD
United States,2020,total_fertility_rate,%,1.64,OECD
OECD-38,2020,total_fertility_rate,%,1.55,OECD
Brazil,2020,total_fertility_rate,%,1.65,OECD
China,2020,total_fertility_rate,%,1.24,OECD
India,2020,total_fertility_rate,%,2.05,OECD
Indonesia,2020,total_fertility_rate,%,2.19,OECD
Peru,2020,total_fertility_rate,%,2.06,OECD
South Africa,2020,total_fertility_rate,%,2.26,OECD
Thailand,2020,total_fertility_rate,%,1.26,OECD
Argentina,2020,total_fertility_rate,%,1.6,OECD
Saudi Arabia,2020,total_fertility_rate,%,2.27,OECD
Bulgaria,2020,total_fertility_rate,%,1.77,OECD
Croatia,2020,total_fertility_rate,%,1.56,OECD
EU-27 average,2020,total_fertility_rate,%,1.51,OECD
Australia,2021,total_fertility_rate,%,1.7,OECD
Austria,2021,total_fertility_rate,%,1.48,OECD
Belgium,2021,total_fertility_rate,%,1.6,OECD
Canada,2021,total_fertility_rate,%,1.44,OECD
Chile,2021,total_fertility_rate,%,1.18,OECD
Colombia,2021,total_fertility_rate,%,1.68,OECD
Costa Rica,2021,total_fertility_rate,%,1.35,OECD
Czechia,2021,total_fertility_rate,%,1.83,OECD
Denmark,2021,total_fertility_rate,%,1.72,OECD
Estonia,2021,total_fertility_rate,%,1.61,OECD
Finland,2021,total_fertility_rate,%,1.46,OECD
France,2021,total_fertility_rate,%,1.83,OECD
Germany,2021,total_fertility_rate,%,1.58,OECD
Greece,2021,total_fertility_rate,%,1.43,OECD
Hungary,2021,total_fertility_rate,%,1.61,OECD
Iceland,2021,total_fertility_rate,%,1.9,OECD
Ireland,2021,total_fertility_rate,%,1.72,OECD
Italy,2021,total_fertility_rate,%,1.25,OECD
Japan,2021,total_fertility_rate,%,1.3,OECD
Korea,2021,total_fertility_rate,%,0.81,OECD
Latvia,2021,total_fertility_rate,%,1.57,OECD
Lithuania,2021,total_fertility_rate,%,1.36,OECD
Luxembourg,2021,total_fertility_rate,%,1.38,OECD
Mexico,2021,total_fertility_rate,%,1.97,OECD
Netherlands,2021,total_fertility_rate,%,1.62,OECD
New Zealand,2021,total_fertility_rate,%,1.64,OECD
Norway,2021,total_fertility_rate,%,1.55,OECD
Poland,2021,total_fertility_rate,%,1.33,OECD
Portugal,2021,total_fertility_rate,%,1.35,OECD
Slovak Republic,2021,total_fertility_rate,%,1.63,OECD
Slovenia,2021,total_fertility_rate,%,1.64,OECD
Spain,2021,total_fertility_rate,%,1.19,OECD
Sweden,2021,total_fertility_rate,%,1.67,OECD
Switzerland,2021,total_fertility_rate,%,1.52,OECD
Türkiye,2021,total_fertility_rate,%,1.71,OECD
United States,2021,total_fertility_rate,%,1.66,OECD
OECD-38,2021,total_fertility_rate,%,1.57,OECD
Brazil,2021,total_fertility_rate,%,1.64,OECD
China,2021,total_fertility_rate,%,1.12,OECD
India,2021,total_fertility_rate,%,2.01,OECD
Indonesia,2021,total_fertility_rate,%,2.17,OECD
Peru,2021,total_fertility_rate,%,2.03,OECD
South Africa,2021,total_fertility_rate,%,2.25,OECD
Thailand,2021,total_fertility_rate,%,1.23,OECD
Argentina,2021,total_fertility_rate,%,1.59,OECD
Saudi Arabia,2021,total_fertility_rate,%,2.17,OECD
Bulgaria,2021,total_fertility_rate,%,1.8,OECD
Croatia,2021,total_fertility_rate,%,1.63,OECD
EU-27 average,2021,total_fertility_rate,%,1.54,OECD
Australia,2022,total_fertility_rate,%,1.63,OECD
Austria,2022,total_fertility_rate,%,1.41,OECD
Belgium,2022,total_fertility_rate,%,1.53,OECD
Canada,2022,total_fertility_rate,%,1.33,OECD
Chile,2022,total_fertility_rate,%,1.26,OECD
Colombia,2022,total_fertility_rate,%,1.66,OECD
Costa Rica,2022,total_fertility_rate,%,1.34,OECD
Czechia,2022,total_fertility_rate,%,1.62,OECD
Denmark,2022,total_fertility_rate,%,1.55,OECD
Estonia,2022,total_fertility_rate,%,1.41,OECD
Finland,2022,total_fertility_rate,%,1.32,OECD
France,2022,total_fertility_rate,%,1.78,OECD
Germany,2022,total_fertility_rate,%,1.46,OECD
Greece,2022,total_fertility_rate,%,1.32,OECD
Hungary,2022,total_fertility_rate,%,1.55,OECD
Iceland,2022,total_fertility_rate,%,1.67,OECD
Ireland,2022,total_fertility_rate,%,1.7,OECD
Italy,2022,total_fertility_rate,%,1.24,OECD
Japan,2022,total_fertility_rate,%,1.26,OECD
Korea,2022,total_fertility_rate,%,0.78,OECD
Latvia,2022,total_fertility_rate,%,1.47,OECD
Lithuania,2022,total_fertility_rate,%,1.27,OECD
Luxembourg,2022,total_fertility_rate,%,1.31,OECD
Mexico,2022,total_fertility_rate,%,1.94,OECD
Netherlands,2022,total_fertility_rate,%,1.48,OECD
New Zealand,2022,total_fertility_rate,%,1.66,OECD
Norway,2022,total_fertility_rate,%,1.41,OECD
Poland,2022,total_fertility_rate,%,1.26,OECD
Portugal,2022,total_fertility_rate,%,1.42,OECD
Slovak Republic,2022,total_fertility_rate,%,1.57,OECD
Slovenia,2022,total_fertility_rate,%,1.55,OECD
Spain,2022,total_fertility_rate,%,1.16,OECD
Sweden,2022,total_fertility_rate,%,1.52,OECD
Switzerland,2022,total_fertility_rate,%,1.39,OECD
Türkiye,2022,total_fertility_rate,%,1.63,OECD
United States,2022,total_fertility_rate,%,1.66,OECD
OECD-38,2022,total_fertility_rate,%,1.5,OECD
Brazil,2022,total_fertility_rate,%,1.63,OECD
China,2022,total_fertility_rate,%,1.03,OECD
India,2022,total_fertility_rate,%,1.99,OECD
Indonesia,2022,total_fertility_rate,%,2.15,OECD
Peru,2022,total_fertility_rate,%,2.0,OECD
South Africa,2022,total_fertility_rate,%,2.23,OECD
Thailand,2022,total_fertility_rate,%,1.22,OECD
Argentina,2022,total_fertility_rate,%,1.48,OECD
Saudi Arabia,2022,total_fertility_rate,%,2.14,OECD
Bulgaria,2022,total_fertility_rate,%,1.78,OECD
Croatia,2022,total_fertility_rate,%,1.53,OECD
EU-27 average,2022,total_fertility_rate,%,1.46,OECD
Australia,2023,total_fertility_rate,%,1.5,OECD
Austria,2023,total_fertility_rate,%,1.32,OECD
Belgium,2023,total_fertility_rate,%,1.47,OECD
Canada,2023,total_fertility_rate,%,1.26,OECD
Chile,2023,total_fertility_rate,%,1.17,OECD
Colombia,2023,total_fertility_rate,%,1.65,OECD
Costa Rica,2023,total_fertility_rate,%,1.33,OECD
Czechia,2023,total_fertility_rate,%,1.45,OECD
Denmark,2023,total_fertility_rate,%,1.5,OECD
Estonia,2023,total_fertility_rate,%,1.31,OECD
Finland,2023,total_fertility_rate,%,1.26,OECD
France,2023,total_fertility_rate,%,1.66,OECD
Germany,2023,total_fertility_rate,%,1.35,OECD
Greece,2023,total_fertility_rate,%,1.26,OECD
Hungary,2023,total_fertility_rate,%,1.51,OECD
Iceland,2023,total_fertility_rate,%,1.59,OECD
Ireland,2023,total_fertility_rate,%,1.5,OECD
Italy,2023,total_fertility_rate,%,1.2,OECD
Japan,2023,total_fertility_rate,%,1.2,OECD
Korea,2023,total_fertility_rate,%,0.72,OECD
Latvia,2023,total_fertility_rate,%,1.36,OECD
